Open,High,Low,Close,Volume
9987,10484.06,9780,10415.99,1888.040378
10415.99,10484.06,9950.55,10266,1251.636543
10259.99,10915.92,10250.44,10569.89,1525.700907
10538.1,10620.9,10111,10448,1115.293913
10439.98,10596.99,10285,10539.99,832.234345
10534.04,11025,10517,10772.72,1079.619505
10762.55,11111,10711.02,10777,1124.418809
10785.56,10950.02,10705,10809.99,746.570746
10804.8,10849.98,10660,10765.01,574.679881
10777.93,10799.78,10250,10446.74,1140.989025
10446.74,10670.1,10371,10522.04,900.954148
10522.04,10536.21,10253,10494,761.168299
10495.99,10499.88,9910,10250,1249.668503
10255.01,10299.92,9587.99,9802.84,1707.067091
9802.84,10056.02,9666,9709.95,1261.138394
9709.95,10360,9679.38,10068.72,1517.274212
10047.01,10216,9700,9808.14,1164.084477
9850.76,10200,9711.95,10126.99,1064.650544
10126.98,10333.01,9977,10030.01,938.074392
10030.01,10173.25,9940,10047.04,772.542754
10047.04,10096.67,9720,9720,1132.397467
9722,9856.24,9327.02,9330,2066.565258
9330,9572.16,9112,9160.02,3142.147019
9160.03,9503.28,9051,9055.03,2430.983154
9055.03,9525.01,9037.94,9227.47,2473.375938
9227.46,10100,9150.01,9859.86,2662.236128
9859.86,10295,9634.15,10287.97,2017.347563
10287.97,10349.95,9800,9906.43,1928.056436
9906.43,9980,9500.45,9849.99,1605.545104
9840.01,9896,9620.03,9630.07,781.871073
9659.99,9810,9625.1,9650,626.547623
9651,10000,9640,9940.1,858.757628
9940.11,10600.83,9930,10390,1273.407118
10366,10997,10181.89,10738,1979.421278
10737.99,11080,10502,10901.06,1977.372513
10901.07,10950.87,10570.31,10948.06,1642.576763
10948.06,11487,10947.42,11419,2081.172279
11419,11680.99,10600,10875.16,2562.650419
10899.97,11099,10509.75,10650.48,2022.28912
10699.99,11098.87,10351.02,10810.24,1977.150248
10810.24,11150,10677.74,10988.79,1490.325063
10972.59,11050.07,10650,10688.34,1094.446591
10688.34,11159,10688.33,11150,1018.772004
11159,11500,10958,11332.19,1450.020298
11332.22,11382.9,11081.8,11380.01,1126.715007
11377.78,11600,11260,11525,1099.56837
11500.08,11580,11200,11547,1190.3876
11535,11575,11300,11434.98,888.347792
11430,11430,10902.01,10955.45,1583.749744
10950.01,11325.06,10889,10949.95,963.091614
10925.05,10998,10700.8,10766.99,1270.237451
10755.04,10885,10500.25,10816.19,1601.488124
10812.14,10968.17,10650,10800.97,839.1936
10789.12,11108.93,10789.11,11000,878.931381
11000,11050,10761.71,11020,691.964015
11020,11021.86,10620,10718,661.888136
10718,10718.24,10435.33,10472.97,1289.779353
10461.71,10780,10440.01,10690,915.502758
10680.56,10780,10592.01,10690,659.826604
10713.92,11100,10691.14,11000.36,929.444122
10990.36,11235,10919.3,11050.24,874.900026
11052.29,11180,10943.2,11016.24,715.59582
11016.24,11294,10898.55,11219.98,712.444251
11220,11497,11195.76,11469.83,1098.559353
11469.94,11499,11300.06,11413.78,819.390563
11413.78,11850,11399.96,11821.88,1316.749064
11821.89,11878.82,11230,11414.99,1709.011023
11414.99,11577,11234,11535.07,1061.864559
11535.1,11690,11371,11380,1018.416212
11371,11530,11315,11489.84,648.068098
11489.82,11714.85,11412.98,11665.14,720.148404
11699.97,11811,11500,11560,1133.262401
11537.87,11749,11511,11700,849.759643
11696.99,11700.06,11200,11260,1278.368979
11260,11425,11111,11273.98,1208.078534
11273.98,11425,11231,11314.99,837.792392
11300.02,11348.87,10900,10910.33,1195.971059
10910.33,11269.91,10888,11239.63,1166.177663
11222,11465,11221.41,11465,642.012493
11465,11498.99,11220,11274,644.527515
11270.93,11551.84,11249.95,11541.94,572.970161
11535,11633.98,11413,11559.51,496.783699
11559.39,11742.95,11500,11510.34,613.268021
11521.16,11625,11300,11390,748.99329
11377.2,11415.38,11131.64,11324.99,882.718041
11324.99,11333.19,10666.66,10709.66,2033.735349
10685.01,11193.98,10658.98,10964,1330.552921
10950.92,10995,10635.3,10699.91,1102.880022
10654.52,11172.92,10654.52,10961.97,878.080817
10960,11200,10833,11040.04,629.209101
11046.99,11358,10950,11280.06,692.62742
11299.78,11435,11188,11320.19,690.175858
11320.1,11320.1,11024.95,11186.05,603.588907
11200,11230,10820.9,10828.72,986.514105
10828.72,10912.16,10556,10575.14,1667.436396
10575.14,10700.01,10360,10545,1850.316797
10536.01,10972.22,10536.01,10830.52,1111.864213
10830.52,10882.61,10677,10710.98,665.742234
10700.04,11097,10601,10979.77,1029.382896
10979.79,11201,10922,11029.62,820.806125
11029.61,11120.05,10900,11120.04,616.675643
11105.01,11296.84,10949.99,11280,651.864855
11274.78,11333,11150,11196,631.282132
11196,11219.78,11063,11064.06,489.37219
11064.06,11098,10901.11,11069.72,583.2562
11060,11460,10950,11404.09,1126.435703
11424.99,11580,11335.99,11355.06,1185.906
11379.3,11519.9,11350,11368.97,564.430851
11353.45,11415,11238.75,11292.75,598.108089
11301.34,11500,11247.71,11450,715.219227
11457.96,11590,11410.88,11570,678.838423
11566,11574,11400,11505.86,535.86411
11505.86,11596,11450.01,11530.22,493.612509
11535.18,11777,11501,11589.01,1209.955576
11589.01,11750,11509,11660.2,606.947595
11660.22,11795,11643.03,11731.14,869.662414
11714.03,11740,11570,11570,629.59946
11570,11695,11500,11512,599.187987
11513,11515,11123,11310.63,1098.91029
11305.12,11458.56,11159.87,11450,921.472464
11458.28,11470,11307.1,11400,484.753004
11383.16,11700,11381,11573.99,655.47636
11560.47,11700,11547.35,11551.82,558.679998
11559.98,11578.07,11311,11341.28,520.028358
11327,11389,11180.22,11235.93,865.902032
11246,11339.46,11101,11101,647.879811
11102.04,11246,11003,11185.1,872.167742
11185.1,11339.96,11161,11169.08,498.166858
11161,11211.83,11047,11160.5,492.29522
11141.1,11230.95,11061.22,11159.96,327.232017
11150.98,11363.99,11111,11284.63,465.654822
11290.35,11445.7,11235.4,11390.41,377.896298
11390.4,11414.74,11230.95,11230.97,297.297882
11245,11300,11170,11280.09,399.131992
11280.09,11350,11200,11222.28,330.582742
11205.22,11373.71,11172.01,11334,484.37281
11334,11487.39,11268,11474.98,297.591705
11474.98,11586,11412.45,11485.01,478.223611
11518.1,11580,11456.24,11545.78,371.018637
11554.21,11650.93,11502.93,11628,408.448629
11633,11642.99,11521.35,11639.94,423.162232
11639,11711.97,11545,11580,550.381681
11586.29,11705,11550.01,11690.99,345.593623
11685,11795,11673.96,11720,527.138525
11720,11795,11694,11749.93,557.455032
11749.91,11757.67,11545,11689.12,538.286179
11689.12,12384,11689.12,12340,1478.198626
12344.9,12600,12250.02,12443.98,2122.472648
12443.98,12869,12360,12751.01,1906.516508
12769.93,12844,12363.46,12469.99,1552.495681
12465.02,12591,12312.96,12480,915.761255
12480,12689,12401.8,12539,746.667255
12545,12680.02,12482,12660.98,639.062814
12660.98,12670,12526.97,12650,518.546043
12631.07,12823,12603.12,12818,750.408212
12825,12835,12550,12564.78,658.806197
12564.78,12669.61,12500,12554.55,553.689745
12554.6,12600,12440.72,12499.99,524.561093
12471.32,12590,12412,12585.96,404.712389
12585.96,12600,12451.51,12581.17,352.858576
12582.03,12600,12300,12320.01,502.945467
12320.05,12420,12240.24,12379.68,625.709271
12379.68,12485.73,12360.06,12474.95,324.041459
12474.95,12529.99,12406,12500.53,343.696802
12500.33,12670,12451.02,12451.06,557.86088
12451.06,12610.17,12444,12560.57,381.306563
12577.95,12700,12554.22,12600.04,468.492173
12600.04,12663,12480.01,12498,403.816127
12499.89,12600,12475.05,12539.05,367.595401
12539.08,12688,12535,12667.11,363.126369
12673.99,12920,12630,12889,843.073976
12889,12985,12797.73,12855.05,881.108939
12855.11,12899.99,12722,12850,585.265074
12850,12945,12800,12920.01,371.73498
12924.95,13099,12870,13035,719.705877
13035.02,13050.12,12839.32,12906.18,608.114933
12906.17,12947.99,12680,12770.02,550.729183
12779.53,12806.23,12600,12680,432.220659
12684.98,12841.37,12650,12784.81,304.115727
12779.9,12880.09,12760,12799.66,251.568436
12799.61,12919,12773,12875,302.589299
12892.99,12929.97,12806,12850,380.15953
12855.62,12920,12810,12842.9,312.986216
12842.9,12843,12742.52,12809.01,297.044257
12819.94,12832.99,12704,12799.94,265.385038
12799.8,12799.8,12500,12528.19,608.246816
12520.61,12632.63,12201.16,12205,1358.613941
12205,12538.08,12201,12521.01,955.324163
12521.01,12521.35,12410,12508.95,343.389684
12508.96,12650,12418.45,12431,542.987639
12431,12517.55,12330.2,12499.96,458.762273
12486.35,12625,12447.59,12530.1,445.855281
12538.99,12579.73,12388.95,12400,417.445088
12409.96,12410,12269.16,12368.96,653.27058
12368.98,12400,12002,12010,1186.257014
12010,12235.36,11875.04,12111.09,1851.066161
12111.08,12125.04,11854.48,11938.14,1092.51838
11962.44,12100,11843.07,11946,1049.846702
11934.3,12035.03,11737,11826.99,934.027121
11826.95,11826.97,11609,11685.99,1216.088285
11659.05,11775,11300,11701.14,1995.415176
11721.43,11990,11634,11864.99,1343.20429
11856.01,11874,11650,11780,732.024022
11780,11780,11515,11601,1033.495069
11613.17,11749.9,11567.97,11633.23,706.323708
11638.5,11800,11600.54,11760,616.91205
11760.95,11886,11671.82,11759.51,537.317863
11745.01,11968.83,11742.01,11917.75,563.112774
11917.73,12194.18,11756.36,12194.18,1156.021316
12194.18,12291.35,12013,12025.29,988.974727
12050,12149.99,11883.04,11930.01,532.292968
11920.06,12115,11910,12110,469.938404
12110,12190,11966.55,11995.96,524.703918
11995.98,12081.99,11750.01,11799.55,873.444758
11799.55,11839.94,11622.05,11679.95,914.497542
11670,11847.96,11667.88,11759.99,443.458765
11752.03,11759.97,11403,11412,1094.720815
11420.99,11436.49,11050,11247.56,2191.924638
11212.06,11440,11144.98,11180,1447.145735
11180,11288,11024,11154.94,1484.135815
11189.65,11388,11154.85,11311.43,867.156882
11311.45,11388.99,11100.01,11248.98,594.915395
11248.88,11385,11161.13,11344.57,527.435934
11344.57,11548.99,11321.59,11455.86,758.358624
11455.84,11474.39,11299,11356.99,527.492934
11356.99,11400,11110,11129.93,719.171389
11139.88,11190,11000,11029.96,640.398205
11015.2,11200,10965,11126,1039.674554
11111.15,11249.99,11030.14,11238.99,634.729122
11238.99,11399,11140,11267.17,634.511228
11279.96,11339.99,11079,11129.53,498.779993
11095.33,11350,11091.14,11271.75,569.619796
11271.8,11542.39,11271.8,11530,604.765889
11530,11676.72,11442.67,11475.18,1002.819501
11497.84,11770,11453,11750.11,749.720779
11750.11,11758,11420,11502.25,685.9538
11528.39,11558.32,11310,11370.38,475.264027
11381.01,11381.01,11149,11191.09,692.757658
11191.06,11561.1,11156.24,11521.85,691.915496
11515.15,11521.81,11323.2,11387.19,438.711457
11388.94,11532.39,11377.84,11502.93,366.83047
11480.56,11765,11441.27,11713.76,709.749741
11713.77,11734.85,11561,11599.91,536.051072
11599.96,11639.99,11400.2,11500.97,635.316373
11500.95,11568.93,11400,11470,544.29397
11470,11697.99,11452,11647.99,686.70822
11638.95,11690.99,11553.24,11633.4,403.049976
11633.34,11640,11498.96,11569.76,372.102907
11569.76,11750,11532.29,11743.97,605.103765
11745,11926.35,11715.93,11817.01,824.184191
11819.99,11900,11675.01,11751.15,519.916091
11751.15,11805,11620,11789.62,440.477789
11789.57,11866,11720,11767,315.712121
11767,11788.96,11682.04,11720,356.280252
11720,11759.11,11660.08,11747,364.540636
11747,11758.9,11551,11630.05,437.879359
11630.09,11649.81,11231,11240,1131.41291
11240,11380,11148.8,11169.88,898.519392
11156.1,11314.99,11112,11285.08,823.889771
11285.09,11299.74,10600,10653,2718.68541
10653,10810.05,10284.55,10519.97,3274.364293
10519.96,10772.84,10437.21,10765.16,1794.652282
10750.05,10868.88,10530.08,10612.01,1500.864471
10609.84,10630,10416,10600,1463.1926
10609.96,10637,10139.97,10330,1635.291881
10330.06,10560,10231,10399.94,1698.923903
10390,10640.01,10364.89,10466.73,1112.26027
10466.68,10699,10456.44,10600.36,749.80516
10600.36,10750,10400,10540,743.597625
10538,10650,10400,10619.96,651.044574
10619.81,10636.81,10320,10399.81,591.049061
10399.82,10528.93,10320,10465.21,554.343717
10452.03,10580,10365.98,10540.71,679.85799
10507.01,10555.96,10242,10397.98,609.288751
10397.95,10446,10279.67,10349.93,693.612454
10349.92,10400,10008,10141.01,1608.88957
10141.02,10320.74,9900.24,10305.61,1937.433005
10305.61,10521.82,10224.98,10310.93,1366.597242
10300.19,10681,10250,10645,1053.607797
10640.55,10725,10460,10565.77,867.800926
10579.96,10849,10565.78,10760.05,738.282085
10760.05,10888,10525.99,10674.88,764.791801
10659.99,10784.48,10550,10748.11,634.248043
10754,10900.07,10688.92,10825,779.425182
10838.5,10850.64,10502,10567.9,646.570708
10558.2,10759.99,10527.09,10750,492.568003
10750,10810,10671.27,10716.96,475.533925
10744.97,10849,10716.45,10849,439.00885
10849,10998,10828,10835,799.388955
10830.82,10941.54,10679,10708.01,688.008796
10708.01,10797.18,10520,10557,547.189869
10560.84,10572.16,10233.01,10369.96,1358.718894
10369.96,10450,10264.01,10363.27,924.086581
10363.76,10550,10258.72,10442.99,714.151726
10442.99,10473.55,10200,10299.99,690.554761
10299.99,10389.98,10108.4,10204,959.764119
10220.81,10340.43,10191.16,10250,524.297323
10250.85,10470,10155,10388.01,645.585426
10397.92,10645.06,10388,10533.01,830.85238
10559.67,10596.25,10460.05,10509.9,525.081079
10509.9,10530,10323,10373.02,421.470676
10379.95,10489.99,10291,10300.55,422.966599
10300.55,10366.34,10210,10291.24,492.366023
10295.95,10380.36,10082,10099.99,687.776889
10100,10188.13,9905,10143.1,1792.194364
10143.01,10334,9987.02,10300.04,1259.415942
10300.08,10355,10152.37,10185,850.06222
10199.7,10320.99,10016.87,10259.97,807.68967
10243.98,10400.03,10159.51,10300.13,696.894477
10300.4,10354.98,10228.79,10340,549.955675
10340,10495,10260,10459.55,659.687894
10460.05,10680,10410.06,10670.01,950.84657
10671,10770.54,10505,10750,957.669953
10750,11249,10740,11181.71,1727.943863
11181.71,11399,10986.77,11334.96,1879.684859
11335,11378.86,11054,11079.85,1322.608285
11070.4,11195.84,11011.11,11129.62,869.924022
11129.62,11344.95,11116.4,11185,882.479457
11185,11274.99,11050,11200,566.370467
11199.13,11209.73,11050,11090,471.398641
11090,11100.83,10822,10952.98,921.356571
10952.96,11054.21,10766,10979.75,929.17338
10978.71,11152.78,10802,11100.33,606.212133
11111.43,11120,10932.01,10977.57,403.635868
10977.57,11130,10948.01,10980.35,423.196531
10998.93,11199,10980.8,11179.92,501.477038
11179.93,11180,11034.42,11034.42,466.085
11049.82,11057.9,10802,10880.88,626.800226
10865.52,10920.08,10678,10799.18,886.752838
10799.14,10894.08,10680.01,10719.51,511.912422
10728.14,10765.9,10512,10579.61,798.312397
10579.61,10808,10552.34,10700.59,583.519981
10719.95,10720.02,10503,10563.85,580.851416
10557.63,10703.27,10503.01,10650,456.517373
10650,10740,10571.51,10715.19,317.65096
10739.71,10866.11,10650,10825,547.153513
10824.99,10846,10750,10820.32,409.383274
10820.32,10823,10500,10580.09,756.938746
10589,10680,10510,10612.1,460.911736
10629.87,10730.56,10560,10648,376.246391
10644.99,10710,10620.27,10640.98,370.908139
10633.07,10724,10630,10681.69,361.146157
10681.69,10994,10681.22,10923.99,814.645656
10923,11100.1,10900,10920,792.610377
10932.85,11013.49,10787.24,10956,631.800336
10955.99,11050.2,10900,10915,383.165521
10915.04,10929.83,10850,10875.39,320.58609
10875.37,10879.94,10729,10869.93,293.866293
10879.86,10995,10800,10990.19,340.441928
10995,11119.78,10950,11000.01,705.231624
11000,11091,10951.9,11020,540.769695
11019.98,11131.67,11003.9,11123.1,547.776015
11123.11,11234,11000,11111,973.958051
11111,11297,11022,11211.16,865.350348
11211.16,11398,11161.54,11316.38,1141.532221
11318.52,11395,11230,11261.2,947.447932
11261.2,11380,11200,11333.77,702.408658
11333.7,11569.95,11240,11565,1128.475799
11565,11570.48,11241.01,11280,1163.263778
11280.02,11319.98,11122,11216.07,910.237403
11217.09,11232.74,11040,11070.09,722.945619
11070.09,11111.96,10900,10991.91,775.205007
10990.01,11150,10930.08,11089,499.139478
11076.21,11089,10862.08,11010,554.083696
11008,11171.4,10983.59,11124.97,320.708427
11124.97,11195,11100,11171,382.131797
11171,11184.99,11000,11069.09,448.882292
11068.79,11185,11005,11138.02,346.395695
11139.01,11285.99,11135.86,11235.28,500.003577
11235.28,11287.76,11135.86,11163.19,370.237942
11163.19,11250,11150,11190.05,287.94329
11190.05,11280,11165.02,11265.77,410.614528
11277,11320,11200,11241.11,358.593487
11248.93,11260,11150,11172.24,282.366218
11189.15,11190.99,11057,11085,326.146506
11089.21,11231.43,11082,11190.53,411.09198
11190.19,11390,11180,11349.99,427.077993
11349.96,11397,11275.01,11370.01,418.165588
11370.01,11379.95,11280,11297.94,365.021829
11290,11430,11248.48,11424.98,465.96802
11424.98,11471.61,11270,11359.69,642.712531
11379.96,11398,11311,11379.92,285.163916
11379.92,11650,11379.91,11552.65,1037.922552
11552.62,11666,11484,11666,564.14106
11650,11794.05,11640.05,11688.5,726.102804
11691.28,11691.28,11460,11470.03,759.051337
11470.03,11557,11430,11539.98,579.307126
11540.98,11619.99,11515.86,11580.01,427.27673
11580.01,11672.99,11580.01,11624.99,414.686768
11624.99,11675,11570,11640.33,348.648491
11635.91,11650,11501,11504,399.173718
11504,11580,11430.59,11482.19,443.701462
11482.22,11580,11450,11460,340.543915
11465.91,11483.98,11300,11369.75,594.173836
11369.75,11394,11260,11275,378.418509
11274.99,11280,11147.07,11214,630.063024
11214,11381.47,11210.01,11373.03,395.241521
11373.04,11461.01,11340,11439.06,265.039598
11449.99,11449.99,11300.01,11369.56,258.239943
11366.01,11450,11335.01,11399.01,319.946463
11399.01,11400,11205,11215,430.083212
11215,11284.99,11111,11161,541.10389
11169.84,11222,11028,11065,529.842319
11065,11226.18,11065,11191,410.172612
11191,11293,11150,11252.35,368.198373
11250,11327.73,11200.69,11275,341.178626
11275,11300,11151.6,11208.95,287.750548
11213,11250,11150,11198.75,445.127869
11179.64,11206.79,10959,10999,932.140729
10998.99,11169.52,10988.76,11160,467.171805
11169.36,11195,10950.21,10960.01,457.777415
10960.2,11064.86,10951,10989.65,474.596082
10989.65,11056,10961.01,11056,345.030291
11050.86,11219.9,11050.86,11189.01,691.855755
11199.97,11297,11160,11250,298.733598
11245,11303.9,11200,11245.61,232.684404
11245.61,11271.41,11185,11237.57,225.774236
11230,11340.63,11190,11325.09,347.721551
11325.09,11395,11251,11251,378.966226
11251,11349.94,11188,11188,305.108538
11188,11279,11153,11242.58,263.238006
11242.98,11332.1,11200.47,11268.99,242.932852
11261.97,11270,11190,11210,232.087869
11199.96,11229.13,11130,11187,266.359679
11189.47,11213.79,11111,11175.27,265.606957
11184.7,11275,11160.43,11243.25,265.064801
11243.25,11391,11241.03,11370.94,371.911985
11370.89,11386.99,11265.66,11361.21,319.556632
11361.17,11361.21,11247.11,11280,279.911683
11280,11580,11280,11490,920.849821
11490,11643,11456.08,11581.5,580.145179
11587.95,11588,11449.98,11507.93,373.059956
11507.78,11530,11440,11507.34,266.741907
11507.36,11555,11402,11438,276.756148
11438,11490,11353.17,11469.94,257.31392
11460.01,11490,11385,11392.25,211.707662
11392.25,11433.99,11351.68,11360,239.065741
11352.06,11389.67,11300,11389.67,287.48536
11380.95,11440,11326,11356.99,269.05518
11384.35,11384.35,11169.69,11244.87,613.632578
11245,11245,11010,11010,1114.687325
11010.09,11034.95,10511.01,10550.11,2887.374559
10531.02,10865,10403.3,10769.01,2438.914411
10774.84,10805.43,10505,10601.57,1251.249434
10579.89,10579.92,10311.15,10490,1398.270803
10490,10600,10354.92,10520.01,1088.59896
10520.01,10687.44,10502,10520,858.21349
10520.01,10575.86,10430,10479,711.595311
10478.99,10530,10410,10513.97,656.64488
10510,10526.5,10410,10486.85,763.392809
10499.95,10735.98,10493.44,10650,890.152378
10651.01,10833.65,10600,10647,1102.510744
10645.89,10770.08,10535.97,10549.09,658.14279
10549.09,10730,10537.85,10684.98,617.010508
10680,10839.99,10678.78,10829.99,799.053398
10829.95,11090,10800,10928.94,1531.05827
10928.94,11147.85,10915,11147.85,1359.80019
11147.84,11399,11046.46,11220,1882.74792
11216.77,11220,11070,11094.01,663.331843
11094.01,11129.94,11002.05,11017.11,600.435128
11026.91,11221.59,11010.97,11187.01,544.002531
11187,11220,11055,11114,355.614586
11111.25,11139.21,11010.97,11033,305.028994
11039,11070,10931,10999.65,454.461323
10987.06,11031.62,10868.8,10933,317.307895
10932.99,11094.39,10875.32,11029.09,258.89945
11029.11,11090.52,10975.98,11026.32,275.087478
11026.57,11034,10848.33,10852.27,303.098213
10858.89,10973,10821,10921.89,294.156896
10921,10953.14,10852,10864.74,227.713831
10864.74,10908.06,10800.93,10832.85,229.478236
10832.85,10993,10806.02,10967,259.243458
10968.01,11168,10968,11089,427.335365
11089,11251,11054.62,11069.96,414.273386
11069.96,11189,11058.72,11109.9,247.280565
11118.38,11127.84,10920,10944.06,447.597274
10944.1,11024.93,10926,10936.25,250.81639
10936.16,11097.99,10842.69,11035.02,414.887694
11049.89,11196.27,10966.64,11089.76,487.864567
11096.88,11150,11058,11093.93,265.553408
11093.93,11128.89,10970,10985,281.097131
10985,11118.86,10963,11097.01,254.688328
11097.01,11126.48,10989.01,11026.5,271.304709
11026.5,11144.99,10996,11140,290.242669
11129.98,11289,11108.67,11239.9,536.315821
11232.33,11360,11200.01,11306.97,607.342823
11306.97,11400,11250,11288.12,573.48311
11288.13,11297.96,11150.28,11181.36,443.231328
11181.32,11282.07,11167.42,11243.68,250.555881
11243.68,11349,11200,11200.6,305.530857
11200,11240,11145.01,11200.86,334.277944
11205.86,11230.03,11168.01,11174.99,199.729797
11174.98,11290,11168.03,11278,263.716781
11278.02,11343.33,11200,11254.83,341.10396
11254.83,11312.14,11220.01,11247,293.025496
11247,11289.99,11000.01,11041.3,696.350333
11025,11098.76,10900,11020,720.229047
11018,11090,10968.18,11061,276.951062
11061,11118.13,10978,11008.04,294.654239
11015,11119,11008.05,11089.59,224.174168
11089.59,11170,11062.45,11091.99,317.174226
11091.99,11104.99,11000,11081.01,310.554953
11082.8,11107.57,11041.81,11093.11,255.357929
11093.11,11197.19,11084.68,11168.99,331.908761
11160.85,11495,11153.05,11464.97,1407.966552
11452.62,11470,11360,11389,714.133393
11385.07,11620,11370.01,11610,658.08081
11610.02,11625,11462,11520,638.780555
11525.28,11575.94,11382,11445.01,544.813436
11445.01,11500,11380,11488,297.607734
11487.99,11488.8,11444,11485,159.194566
11484.94,11540,11465.03,11511,238.629427
11511,11511.01,11450,11505.17,172.75786
11505.1,11650,11499.84,11628.02,606.053956
11628.02,11650,11475,11549.99,333.742153
11549.99,11570,11475,11513,273.238318
11513,11609,11504.01,11561,308.354154
11560.27,11610.01,11540.23,11541.38,181.349106
11559.47,11559.47,11434,11526,484.941025
11526,11549.99,11442,11450,312.805172
11442,11500.11,11400,11491,327.045491
11499.98,11539,11465.18,11539,183.465473
11535,11620,11510.01,11539.96,302.018096
11539.96,11575,11430,11437.01,320.730446
11439,11532.07,11408,11502.68,290.683275
11518,11588.47,11486,11498.98,231.518005
11498.98,11534,11444.01,11524.98,230.816006
11516.11,11600,11516.1,11580.7,272.662748
11580.86,11600,11571.96,11592.93,276.469211
11592.93,11737.72,11581.85,11733.16,571.09729
11737.72,11849,11652.35,11838,550.233324
11838,12100.03,11832,12010.04,1084.780824
12010.04,12011,11840.06,11905.7,651.021588
11905.7,12009.55,11870,11987.33,381.808964
11981,12244,11960.8,12213.06,650.452139
12213.18,12237.8,12042.66,12100,656.922626
12100,12140.22,11928,11969,561.399793
11969,12067.99,11960,12000.15,445.878399
12000.15,12050,11886.01,11930.03,316.495344
11935,11935,11818,11845.06,398.844155
11845.11,11987,11818.1,11958.01,386.451619
11960,12009.99,11900,11979.92,277.429156
11979.88,11999,11820,11889.86,373.865657
11890.02,11970,11860,11903.54,303.740709
11889.03,12031.41,11850,12012.62,342.166327
12001.94,12079.9,11910.5,11950,391.95551
11950.04,11960.94,11700.99,11782.99,624.640928
11782.99,11820,11652,11750.11,526.743734
11757.98,11895,11740.56,11850.13,433.648181
11850.13,11869,11711,11800,399.547673
11787.58,11850,11730,11777.15,284.185419
11777.18,11850,11750,11844.99,231.044077
11845.04,11897.05,11790,11791.12,263.200631
11793,11840,11750,11828,244.613843
11828,11899,11811,11878,267.810464
11878,11925,11750,11789.91,297.817104
11787,11848,11750,11838,224.330582
11820.08,11862,11817.06,11830,216.529215
11830,11841,11783,11783,139.440864
11783.05,11819.99,11754.54,11813.95,270.494215
11802.35,11872,11783,11870,176.853096
11870,11905,11804.8,11838.65,212.615807
11838.69,11999.98,11830,11939.99,265.205693
11939.99,11960,11907.58,11942,221.890757
11942,11990,11920.06,11962.38,227.969718
11962.38,11979,11905.5,11919.96,203.241444
11913.85,11954,11877.01,11945.01,333.832403
11945.01,11960,11850,11861.23,220.583333
11856,11891,11838.03,11879.95,148.193659
11879.95,11975.02,11845.28,11935.26,213.121928
11935.26,11944.05,11880.74,11891.73,189.961379
11895,11904.99,11560,11588.83,724.517194
11592.66,11720.18,11450,11499.63,1244.520125
11499.63,11662.9,11433,11523.26,704.452203
11539.92,11619,11498,11590,271.815171
11590,11599,11506.58,11549.96,288.61814
11549.96,11600,11500.22,11598.98,297.333184
11598.98,11664.72,11578.85,11621,256.75382
11621.09,11739.08,11616.13,11701.01,344.952686
11701.01,11712.94,11600,11620.11,178.560949
11620,11635.06,11580,11590,181.465672
11590,11627.4,11402.56,11458,577.786593
11453.56,11480,11273,11429.95,691.947979
11427,11429.95,11350.02,11401.5,310.137018
11403.41,11418.54,11279.02,11318.01,315.356281
11320,11381,11201,11355,455.005033
11355,11483.98,11355,11426,358.650263
11425.96,11448,11340,11347.39,220.213231
11347.41,11435,11332.97,11426.89,174.16966
11409.09,11528,11409,11479.45,261.712111
11479,11494.69,11362,11429.98,184.584911
11430,11445.14,11310.03,11328.18,157.499944
11328.18,11342.02,11139.55,11279.99,655.623881
11272.01,11312.39,11202.82,11227,312.086438
11227.9,11281,11220,11255.21,181.508186
11255.21,11334.94,11223.43,11294,206.393949
11294,11373.12,11261,11359.47,206.161319
11359.47,11420,11359.46,11410.01,240.549534
11410.04,11445,11312.61,11384.98,297.7636
11384.98,11408.28,11290,11321.54,256.461217
11321.53,11399.99,11259,11383.91,222.389319
11383.91,11404.26,11362.8,11383.95,183.541398
11371.19,11402,11340,11396.01,164.66574
11397,11435,11380.02,11392.37,178.740248
11392.37,11499,11392.37,11422.51,227.326854
11425,11447.56,11315,11368,346.740005
11370,11422.81,11353.02,11379.02,132.816082
11394.75,11403.53,11343.04,11347.32,120.665726
11359.67,11370,11270.01,11283.81,224.010787
11280.83,11330,11267.49,11316.02,121.190699
11320,11330,11280,11298.99,103.140113
11298.99,11349,11283,11331.96,124.476833
11331.96,11410,11326.15,11355,137.930275
11354.99,11355,11296,11311.88,106.568364
11310.11,11315.28,11150,11162.22,445.441435
11163,11233.2,11162.22,11233.2,179.79806
11232.99,11318.85,11180,11251,191.252001
11250.11,11290,11200,11290,143.657993
11290,11308.42,11216.02,11216.02,126.102074
11216.31,11247.64,11136.3,11136.3,235.412268
11136.31,11147.91,10920.89,10956.84,795.185657
10949.99,11094.84,10930.03,11040,381.844856
11040,11094.83,10955.84,11001.94,233.865604
11002.97,11004.68,10850,10880,509.660179
10889.46,11040,10875.09,10995.06,384.2298
10993.07,11134,10971,11092.3,323.191231
11095,11135.57,11021,11032.03,183.956942
11032.03,11129,11001.02,11124.98,154.434574
11129,11134.89,11060.1,11061.87,175.01201
11061,11112,11040,11098.89,163.385283
11091.12,11107.95,11000,11022.29,195.898304
11022.29,11033,10929.06,11005,293.839149
